JPEGImages/BloodImage_00001.jpg,68,315,286,480,WBC
JPEGImages/BloodImage_00001.jpg,346,361,446,454,RBC
JPEGImages/BloodImage_00001.jpg,53,179,146,299,RBC
JPEGImages/BloodImage_00001.jpg,449,400,536,480,RBC
JPEGImages/BloodImage_00001.jpg,461,132,548,212,RBC
JPEGImages/BloodImage_00001.jpg,454,295,541,375,RBC
JPEGImages/BloodImage_00001.jpg,417,283,508,383,RBC
JPEGImages/BloodImage_00001.jpg,278,342,369,451,RBC
JPEGImages/BloodImage_00001.jpg,545,62,636,159,RBC
JPEGImages/BloodImage_00001.jpg,485,91,576,188,RBC
JPEGImages/BloodImage_00001.jpg,376,171,438,253,RBC
JPEGImages/BloodImage_00001.jpg,329,177,395,271,RBC
JPEGImages/BloodImage_00001.jpg,291,59,407,168,RBC
JPEGImages/BloodImage_00001.jpg,299,1,404,68,RBC
JPEGImages/BloodImage_00001.jpg,346,26,449,138,RBC
JPEGImages/BloodImage_00001.jpg,134,1,241,95,RBC
JPEGImages/BloodImage_00001.jpg,1,38,98,164,RBC
JPEGImages/BloodImage_00001.jpg,165,160,257,264,RBC
JPEGImages/BloodImage_00001.jpg,464,209,566,319,RBC
JPEGImages/BloodImage_00002.jpg,385,98,523,198,RBC
JPEGImages/BloodImage_00002.jpg,384,164,499,260,RBC
JPEGImages/BloodImage_00002.jpg,101,120,224,222,RBC
JPEGImages/BloodImage_00002.jpg,130,344,234,443,RBC
JPEGImages/BloodImage_00002.jpg,161,381,254,480,RBC
JPEGImages/BloodImage_00002.jpg,14,228,123,344,RBC
JPEGImages/BloodImage_00002.jpg,306,293,415,409,RBC
JPEGImages/BloodImage_00002.jpg,531,103,632,221,RBC
JPEGImages/BloodImage_00002.jpg,492,233,593,347,RBC
JPEGImages/BloodImage_00002.jpg,364,261,465,375,RBC
JPEGImages/BloodImage_00002.jpg,264,60,365,174,RBC
JPEGImages/BloodImage_00002.jpg,249,174,369,296,RBC
JPEGImages/BloodImage_00002.jpg,283,1,567,106,WBC
JPEGImages/BloodImage_00002.jpg,109,1,202,98,RBC
JPEGImages/BloodImage_00002.jpg,135,66,228,164,RBC
JPEGImages/BloodImage_00002.jpg,480,374,590,480,RBC
JPEGImages/BloodImage_00003.jpg,127,40,344,226,WBC
JPEGImages/BloodImage_00003.jpg,317,93,424,195,RBC
JPEGImages/BloodImage_00003.jpg,379,146,471,234,RBC
JPEGImages/BloodImage_00003.jpg,504,210,614,302,RBC
JPEGImages/BloodImage_00003.jpg,417,248,553,369,RBC
JPEGImages/BloodImage_00003.jpg,514,13,615,136,RBC
JPEGImages/BloodImage_00003.jpg,417,1,520,88,RBC
JPEGImages/BloodImage_00003.jpg,1,126,79,240,RBC
JPEGImages/BloodImage_00003.jpg,47,202,158,317,RBC
JPEGImages/BloodImage_00003.jpg,314,284,424,377,RBC
JPEGImages/BloodImage_00003.jpg,365,350,484,451,RBC
JPEGImages/BloodImage_00003.jpg,1,347,86,434,RBC
JPEGImages/BloodImage_00003.jpg,49,396,183,480,RBC
JPEGImages/BloodImage_00003.jpg,514,385,595,477,RBC
JPEGImages/BloodImage_00003.jpg,56,66,151,211,RBC
JPEGImages/BloodImage_00003.jpg,213,253,333,368,RBC
JPEGImages/BloodImage_00003.jpg,335,268,370,299,Platelets
JPEGImages/BloodImage_00004.jpg,109,134,324,321,WBC
JPEGImages/BloodImage_00004.jpg,432,242,528,325,RBC
JPEGImages/BloodImage_00004.jpg,510,112,606,195,RBC
JPEGImages/BloodImage_00004.jpg,482,361,594,475,RBC
JPEGImages/BloodImage_00004.jpg,75,281,166,375,RBC
JPEGImages/BloodImage_00004.jpg,38,1,147,62,RBC
JPEGImages/BloodImage_00004.jpg,288,33,390,131,RBC
JPEGImages/BloodImage_00004.jpg,411,66,527,185,RBC
JPEGImages/BloodImage_00004.jpg,1,82,102,198,RBC
JPEGImages/BloodImage_00004.jpg,1,283,81,372,RBC
JPEGImages/BloodImage_00004.jpg,1,315,78,397,RBC
JPEGImages/BloodImage_00004.jpg,391,373,469,455,RBC
JPEGImages/BloodImage_00004.jpg,127,47,163,81,Platelets
JPEGImages/BloodImage_00005.jpg,273,115,386,222,RBC
JPEGImages/BloodImage_00005.jpg,56,103,169,210,RBC
JPEGImages/BloodImage_00005.jpg,414,42,518,170,RBC
JPEGImages/BloodImage_00005.jpg,536,74,640,202,RBC
